"VersionEffective","PartNumber","PROPERTY","ValuePrior","ValueCurrent","ChangeReason"
"2.79","LP285594-0","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285595-7","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285596-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285597-3","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285598-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285599-9","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285600-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285602-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285604-7","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285605-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285606-2","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285607-0","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285608-8","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285609-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285610-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285611-2","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285612-0","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285613-8","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285614-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285615-3","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285616-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285617-9","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285618-7","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285619-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285620-3","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285621-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285622-9","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285623-7","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285624-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285625-2","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285626-0","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285627-8","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285628-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285629-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285630-2","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285631-0","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285632-8","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285633-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285634-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285635-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285636-9","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285637-7","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285646-8","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285647-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285648-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285649-2","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285650-0","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285651-8","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285652-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285653-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285654-2","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285655-9","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285656-7","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285657-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285658-3","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285659-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285660-9","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285662-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285663-3","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285664-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285665-8","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285666-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285667-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285668-2","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285670-8","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285671-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285673-2","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285674-0","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285676-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285679-9","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285681-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285682-3","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285684-9","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285685-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285686-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285711-0","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285712-8","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285713-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285714-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285715-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285716-9","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285718-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285719-3","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285720-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285764-9","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285795-3","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285856-3","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285958-7","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285959-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285960-3","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285963-7","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285964-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285969-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285970-2","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285971-0","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285980-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285981-9","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285982-7","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285983-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285984-3","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285985-0","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285986-8","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285987-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285988-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285991-8","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285992-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285993-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285995-9","STATUS","ACTIVE","INACTIVE",""
"2.79","LP285997-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286126-0","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286127-8","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286128-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286129-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286130-2","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286138-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286142-7","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286195-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286214-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286215-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286235-9","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286262-3","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286347-2","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286361-3","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286363-9","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286364-7","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286365-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286389-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286406-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286407-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286423-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286424-9","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286428-0","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286429-8","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286430-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286431-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286432-2","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286433-0","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286434-8","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286435-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286436-3","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286437-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286438-9","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286439-7","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286440-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286441-3","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286442-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286443-9","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286444-7","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286445-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286447-0","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286450-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286451-2","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286457-9","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286458-7","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286459-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286464-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286465-2","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286480-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286483-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286484-3","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286485-0","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286486-8","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286487-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286494-2","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286495-9","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286500-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286501-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286502-2","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286539-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286540-2","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286551-9","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286553-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286554-3","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286555-0","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286556-8","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286557-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286558-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286560-0","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286563-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286566-7","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286567-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286568-3","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286570-9","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286586-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286588-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286589-9","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286590-7","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286591-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286592-3","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286595-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286639-2","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286643-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286644-2","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286646-7","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286647-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286649-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286650-9","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286652-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286654-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286671-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286672-3","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286673-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286685-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286686-3","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286687-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286688-9","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286689-7","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286690-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286700-2","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286741-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286743-2","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286744-0","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286759-8","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286822-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286834-9","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286835-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286836-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286837-2","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286838-0","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286839-8","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286844-8","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286846-3","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286852-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286908-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286911-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286912-3","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286913-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286916-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286965-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286977-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286978-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP286986-7","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287029-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287035-2","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287037-8","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287040-2","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287051-9","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287052-7","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287053-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287054-3","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287055-0","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287056-8","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287057-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287058-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287059-2","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287060-0","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287061-8","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287062-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287063-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287064-2","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287065-9","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287066-7","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287067-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287068-3","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287069-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287070-9","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287071-7","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287072-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287073-3","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287074-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287075-8","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287076-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287077-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287078-2","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287079-0","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287080-8","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287081-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287082-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287083-2","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287084-0","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287085-7","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287086-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287087-3","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287088-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287089-9","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287090-7","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287091-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287092-3","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287093-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287094-9","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287096-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287097-2","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287099-8","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287100-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287101-2","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287102-0","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287103-8","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287104-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287105-3","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287106-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287107-9","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287108-7","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287109-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287110-3","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287111-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287112-9","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287113-7","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287114-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287115-2","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287116-0","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287117-8","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287118-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287119-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287120-2","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287121-0","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287122-8","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287123-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287124-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287125-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287126-9","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287127-7","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287128-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287129-3","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287130-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287131-9","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287132-7","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287133-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287146-7","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287167-3","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287325-7","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287326-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287328-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287369-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287370-3","STATUS","ACTIVE","INACTIVE",""
"2.79","LP287371-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP28866-9","STATUS","ACTIVE","INACTIVE",""
"2.79","LP28867-7","STATUS","ACTIVE","INACTIVE",""
"2.79","LP304486-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP308093-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP308094-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP308095-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP308096-9","STATUS","ACTIVE","INACTIVE",""
"2.79","LP308097-7","STATUS","ACTIVE","INACTIVE",""
"2.79","LP308098-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP308099-3","STATUS","ACTIVE","INACTIVE",""
"2.79","LP308100-9","STATUS","ACTIVE","INACTIVE",""
"2.79","LP308101-7","STATUS","ACTIVE","INACTIVE",""
"2.79","LP308102-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP308103-3","STATUS","ACTIVE","INACTIVE",""
"2.79","LP308104-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP308110-8","STATUS","ACTIVE","INACTIVE",""
"2.79","LP308111-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP308112-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP308113-2","STATUS","ACTIVE","INACTIVE",""
"2.79","LP308118-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP308144-7","STATUS","ACTIVE","INACTIVE",""
"2.79","LP308145-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP308200-7","STATUS","ACTIVE","INACTIVE",""
"2.79","LP308201-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP308202-3","STATUS","ACTIVE","INACTIVE",""
"2.79","LP308203-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP308625-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP308626-3","STATUS","ACTIVE","INACTIVE",""
"2.79","LP308627-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP308646-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP308647-9","STATUS","ACTIVE","INACTIVE",""
"2.79","LP309844-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP309946-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP31686-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP31957-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP31962-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP344913-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP345118-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP36942-8","STATUS","ACTIVE","INACTIVE",""
"2.79","LP36954-3","STATUS","ACTIVE","INACTIVE",""
"2.79","LP36972-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP36976-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP36977-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP36989-9","STATUS","ACTIVE","INACTIVE",""
"2.79","LP37017-8","STATUS","ACTIVE","INACTIVE",""
"2.79","LP37018-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP37038-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP37079-8","STATUS","ACTIVE","INACTIVE",""
"2.79","LP37080-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP37140-8","STATUS","ACTIVE","INACTIVE",""
"2.79","LP37193-7","STATUS","ACTIVE","INACTIVE",""
"2.79","LP37198-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP37231-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP37268-7","STATUS","ACTIVE","INACTIVE",""
"2.79","LP37328-9","STATUS","ACTIVE","INACTIVE",""
"2.79","LP37382-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP37412-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP37445-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP37457-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP37507-8","STATUS","ACTIVE","INACTIVE",""
"2.79","LP37576-3","STATUS","ACTIVE","INACTIVE",""
"2.79","LP37732-2","STATUS","ACTIVE","INACTIVE",""
"2.79","LP37834-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP37840-3","STATUS","ACTIVE","INACTIVE",""
"2.79","LP37844-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP37858-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP37866-8","STATUS","ACTIVE","INACTIVE",""
"2.79","LP37927-8","STATUS","ACTIVE","INACTIVE",""
"2.79","LP37928-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP37950-0","STATUS","ACTIVE","INACTIVE",""
"2.79","LP38028-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP38029-2","STATUS","ACTIVE","INACTIVE",""
"2.79","LP38049-0","STATUS","ACTIVE","INACTIVE",""
"2.79","LP38051-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP38101-9","STATUS","ACTIVE","INACTIVE",""
"2.79","LP38112-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP381425-0","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP381426-8","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP381427-6","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP381441-7","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP381442-5","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP38168-8","STATUS","ACTIVE","INACTIVE",""
"2.79","LP38172-0","STATUS","ACTIVE","INACTIVE",""
"2.79","LP38175-3","STATUS","ACTIVE","INACTIVE",""
"2.79","LP38287-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP38308-0","STATUS","ACTIVE","INACTIVE",""
"2.79","LP38309-8","STATUS","ACTIVE","INACTIVE",""
"2.79","LP38385-8","STATUS","ACTIVE","INACTIVE",""
"2.79","LP38420-3","STATUS","ACTIVE","INACTIVE",""
"2.79","LP385416-5","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP385417-3","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP385418-1","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP385419-9","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP385420-7","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP385421-5","STATUS","ACTIVE","DEPRECATED","Obsolete"
